ctgov,cause,dist,parameter1,parameter2,r
NCT00168831,Voluntary Withdrawal,llogis,shape,shape,2.301e-02
NCT00168831,Voluntary Withdrawal,llogis,shape,scale,-1.213e-01
NCT00168831,Voluntary Withdrawal,llogis,scale,shape,-1.213e-01
NCT00168831,Voluntary Withdrawal,llogis,scale,scale,7.128e-01
NCT00168844,Adverse Event,llogis,shape,shape,8.207e-03
NCT00168844,Adverse Event,llogis,shape,scale,-2.254e-02
NCT00168844,Adverse Event,llogis,scale,shape,-2.254e-02
NCT00168844,Adverse Event,llogis,scale,scale,7.948e-02
NCT00168844,Lost to Follow-up,llogis,shape,shape,4.697e-02
NCT00168844,Lost to Follow-up,llogis,shape,scale,-2.906e-01
NCT00168844,Lost to Follow-up,llogis,scale,shape,-2.906e-01
NCT00168844,Lost to Follow-up,llogis,scale,scale,1.931e+00
NCT00168844,Other/Miscellaneous,llogis,shape,shape,4.440e-02
NCT00168844,Other/Miscellaneous,llogis,shape,scale,-2.258e-01
NCT00168844,Other/Miscellaneous,llogis,scale,shape,-2.258e-01
NCT00168844,Other/Miscellaneous,llogis,scale,scale,1.237e+00
NCT00168844,Voluntary Withdrawal,llogis,shape,shape,2.547e-02
NCT00168844,Voluntary Withdrawal,llogis,shape,scale,-1.767e-01
NCT00168844,Voluntary Withdrawal,llogis,scale,shape,-1.767e-01
NCT00168844,Voluntary Withdrawal,llogis,scale,scale,1.355e+00
NCT00168857,Adverse Event,llogis,shape,shape,9.662e-03
NCT00168857,Adverse Event,llogis,shape,scale,-2.057e-02
NCT00168857,Adverse Event,llogis,scale,shape,-2.057e-02
NCT00168857,Adverse Event,llogis,scale,scale,5.583e-02
NCT00168857,Lost to Follow-up,llogis,shape,shape,7.905e-02
NCT00168857,Lost to Follow-up,llogis,shape,scale,-4.894e-01
NCT00168857,Lost to Follow-up,llogis,scale,shape,-4.894e-01
NCT00168857,Lost to Follow-up,llogis,scale,scale,3.211e+00
NCT00168857,Other/Miscellaneous,llogis,shape,shape,5.354e-02
NCT00168857,Other/Miscellaneous,llogis,shape,scale,-5.598e-01
NCT00168857,Other/Miscellaneous,llogis,scale,shape,-5.598e-01
NCT00168857,Other/Miscellaneous,llogis,scale,scale,6.275e+00
NCT00168857,Protocol Violation,llogis,shape,shape,3.337e-02
NCT00168857,Protocol Violation,llogis,shape,scale,-1.116e-01
NCT00168857,Protocol Violation,llogis,scale,shape,-1.116e-01
NCT00168857,Protocol Violation,llogis,scale,scale,4.102e-01
NCT00168857,Voluntary Withdrawal,llogis,shape,shape,5.909e-02
NCT00168857,Voluntary Withdrawal,llogis,shape,scale,-3.307e-01
NCT00168857,Voluntary Withdrawal,llogis,scale,shape,-3.307e-01
NCT00168857,Voluntary Withdrawal,llogis,scale,scale,1.980e+00
NCT00239421,Adverse Event,llogis,shape,shape,6.938e-02
NCT00239421,Adverse Event,llogis,shape,scale,-2.320e-01
NCT00239421,Adverse Event,llogis,scale,shape,-2.320e-01
NCT00239421,Adverse Event,llogis,scale,scale,8.342e-01
NCT00274014,Adverse Event,llogis,shape,shape,8.202e-03
NCT00274014,Adverse Event,llogis,shape,scale,-2.344e-02
NCT00274014,Adverse Event,llogis,scale,shape,-2.344e-02
NCT00274014,Adverse Event,llogis,scale,scale,8.550e-02
NCT00274014,Lost to Follow-up,llogis,shape,shape,2.856e-02
NCT00274014,Lost to Follow-up,llogis,shape,scale,-1.041e-01
NCT00274014,Lost to Follow-up,llogis,scale,shape,-1.041e-01
NCT00274014,Lost to Follow-up,llogis,scale,scale,4.178e-01
NCT00274014,Other/Miscellaneous,llogis,shape,shape,2.335e-02
NCT00274014,Other/Miscellaneous,llogis,shape,scale,-7.126e-02
NCT00274014,Other/Miscellaneous,llogis,scale,shape,-7.126e-02
NCT00274014,Other/Miscellaneous,llogis,scale,scale,2.426e-01
NCT00274014,Protocol Violation,llogis,shape,shape,3.685e-02
NCT00274014,Protocol Violation,llogis,shape,scale,-1.710e-01
NCT00274014,Protocol Violation,llogis,scale,shape,-1.710e-01
NCT00274014,Protocol Violation,llogis,scale,scale,8.610e-01
NCT00274014,Voluntary Withdrawal,llogis,shape,shape,1.992e-02
NCT00274014,Voluntary Withdrawal,llogis,shape,scale,-7.738e-02
NCT00274014,Voluntary Withdrawal,llogis,scale,shape,-7.738e-02
NCT00274014,Voluntary Withdrawal,llogis,scale,scale,3.387e-01
NCT00274053,Adverse Event,llogis,shape,shape,2.082e-02
NCT00274053,Adverse Event,llogis,shape,scale,-5.931e-02
NCT00274053,Adverse Event,llogis,scale,shape,-5.931e-02
NCT00274053,Adverse Event,llogis,scale,scale,2.025e-01
NCT00274053,Other/Miscellaneous,llogis,shape,shape,6.657e-02
NCT00274053,Other/Miscellaneous,llogis,shape,scale,-3.037e-01
NCT00274053,Other/Miscellaneous,llogis,scale,shape,-3.037e-01
NCT00274053,Other/Miscellaneous,llogis,scale,scale,1.502e+00
NCT00274053,Protocol Violation,llogis,shape,shape,4.404e-02
NCT00274053,Protocol Violation,llogis,shape,scale,-1.618e-01
NCT00274053,Protocol Violation,llogis,scale,shape,-1.618e-01
NCT00274053,Protocol Violation,llogis,scale,scale,6.600e-01
NCT00274053,Voluntary Withdrawal,llogis,shape,shape,3.738e-02
NCT00274053,Voluntary Withdrawal,llogis,shape,scale,-1.648e-01
NCT00274053,Voluntary Withdrawal,llogis,scale,shape,-1.648e-01
NCT00274053,Voluntary Withdrawal,llogis,scale,scale,8.155e-01
NCT00274079,Adverse Event,llogis,shape,shape,2.847e-02
NCT00274079,Adverse Event,llogis,shape,scale,-8.470e-02
NCT00274079,Adverse Event,llogis,scale,shape,-8.470e-02
NCT00274079,Adverse Event,llogis,scale,scale,3.017e-01
NCT00274547,Adverse Event,llogis,shape,shape,3.565e-03
NCT00274547,Adverse Event,llogis,shape,scale,-9.273e-03
NCT00274547,Adverse Event,llogis,scale,shape,-9.273e-03
NCT00274547,Adverse Event,llogis,scale,scale,3.277e-02
NCT00274547,Lost to Follow-up,llogis,shape,shape,9.217e-02
NCT00274547,Lost to Follow-up,llogis,shape,scale,-2.799e-01
NCT00274547,Lost to Follow-up,llogis,scale,shape,-2.799e-01
NCT00274547,Lost to Follow-up,llogis,scale,scale,8.860e-01
NCT00274547,Other/Miscellaneous,llogis,shape,shape,3.947e-02
NCT00274547,Other/Miscellaneous,llogis,shape,scale,-3.164e-01
NCT00274547,Other/Miscellaneous,llogis,scale,shape,-3.164e-01
NCT00274547,Other/Miscellaneous,llogis,scale,scale,2.683e+00
NCT00274547,Protocol Violation,llogis,shape,shape,2.587e-02
NCT00274547,Protocol Violation,llogis,shape,scale,-1.223e-01
NCT00274547,Protocol Violation,llogis,scale,shape,-1.223e-01
NCT00274547,Protocol Violation,llogis,scale,scale,6.209e-01
NCT00274547,Voluntary Withdrawal,llogis,shape,shape,1.497e-02
NCT00274547,Voluntary Withdrawal,llogis,shape,scale,-6.220e-02
NCT00274547,Voluntary Withdrawal,llogis,scale,shape,-6.220e-02
NCT00274547,Voluntary Withdrawal,llogis,scale,scale,2.849e-01
NCT00274560,Adverse Event,llogis,shape,shape,2.071e-02
NCT00274560,Adverse Event,llogis,shape,scale,-7.395e-02
NCT00274560,Adverse Event,llogis,scale,shape,-7.395e-02
NCT00274560,Adverse Event,llogis,scale,scale,3.080e-01
NCT00274560,Voluntary Withdrawal,llogis,shape,shape,8.010e-02
NCT00274560,Voluntary Withdrawal,llogis,shape,scale,-2.811e-01
NCT00274560,Voluntary Withdrawal,llogis,scale,shape,-2.811e-01
NCT00274560,Voluntary Withdrawal,llogis,scale,scale,1.054e+00
NCT00274573,Adverse Event,llogis,shape,shape,4.488e-03
NCT00274573,Adverse Event,llogis,shape,scale,-1.338e-02
NCT00274573,Adverse Event,llogis,scale,shape,-1.338e-02
NCT00274573,Adverse Event,llogis,scale,scale,5.231e-02
NCT00274573,Other/Miscellaneous,llogis,shape,shape,3.024e-02
NCT00274573,Other/Miscellaneous,llogis,shape,scale,-1.460e-01
NCT00274573,Other/Miscellaneous,llogis,scale,shape,-1.460e-01
NCT00274573,Other/Miscellaneous,llogis,scale,scale,7.553e-01
NCT00274573,Protocol Violation,llogis,shape,shape,5.170e-02
NCT00274573,Protocol Violation,llogis,shape,scale,-2.134e-01
NCT00274573,Protocol Violation,llogis,scale,shape,-2.134e-01
NCT00274573,Protocol Violation,llogis,scale,scale,9.298e-01
NCT00274573,Voluntary Withdrawal,llogis,shape,shape,3.333e-02
NCT00274573,Voluntary Withdrawal,llogis,shape,scale,-1.480e-01
NCT00274573,Voluntary Withdrawal,llogis,scale,shape,-1.480e-01
NCT00274573,Voluntary Withdrawal,llogis,scale,scale,7.022e-01
NCT00274599,Adverse Event,llogis,shape,shape,2.816e-02
NCT00274599,Adverse Event,llogis,shape,scale,-1.070e-01
NCT00274599,Adverse Event,llogis,scale,shape,-1.070e-01
NCT00274599,Adverse Event,llogis,scale,scale,4.520e-01
NCT00274599,Lack of Efficacy,llogis,shape,shape,7.979e-02
NCT00274599,Lack of Efficacy,llogis,shape,scale,-2.604e-01
NCT00274599,Lack of Efficacy,llogis,scale,shape,-2.604e-01
NCT00274599,Lack of Efficacy,llogis,scale,scale,9.017e-01
NCT00274599,Lost to Follow-up,llogis,shape,shape,9.689e-02
NCT00274599,Lost to Follow-up,llogis,shape,scale,-5.812e-01
NCT00274599,Lost to Follow-up,llogis,scale,shape,-5.812e-01
NCT00274599,Lost to Follow-up,llogis,scale,scale,3.677e+00
NCT00274599,Other/Miscellaneous,llogis,shape,shape,9.785e-02
NCT00274599,Other/Miscellaneous,llogis,shape,scale,-1.003e+00
NCT00274599,Other/Miscellaneous,llogis,scale,shape,-1.003e+00
NCT00274599,Other/Miscellaneous,llogis,scale,scale,1.084e+01
NCT00274599,Voluntary Withdrawal,llogis,shape,shape,5.328e-02
NCT00274599,Voluntary Withdrawal,llogis,shape,scale,-1.734e-01
NCT00274599,Voluntary Withdrawal,llogis,scale,shape,-1.734e-01
NCT00274599,Voluntary Withdrawal,llogis,scale,scale,6.069e-01
NCT00274612,Adverse Event,llogis,shape,shape,2.675e-02
NCT00274612,Adverse Event,llogis,shape,scale,-9.802e-02
NCT00274612,Adverse Event,llogis,scale,shape,-9.802e-02
NCT00274612,Adverse Event,llogis,scale,scale,4.006e-01
NCT00274612,Lack of Efficacy,llogis,shape,shape,9.687e-02
NCT00274612,Lack of Efficacy,llogis,shape,scale,-3.795e-01
NCT00274612,Lack of Efficacy,llogis,scale,shape,-3.795e-01
NCT00274612,Lack of Efficacy,llogis,scale,scale,1.569e+00
NCT00274612,Other/Miscellaneous,llogis,shape,shape,5.641e-02
NCT00274612,Other/Miscellaneous,llogis,shape,scale,-1.782e-01
NCT00274612,Other/Miscellaneous,llogis,scale,shape,-1.782e-01
NCT00274612,Other/Miscellaneous,llogis,scale,scale,6.042e-01
NCT00277264,Adverse Event,llogis,shape,shape,8.117e-03
NCT00277264,Adverse Event,llogis,shape,scale,-2.914e-02
NCT00277264,Adverse Event,llogis,scale,shape,-2.914e-02
NCT00277264,Adverse Event,llogis,scale,scale,1.370e-01
NCT00277264,Other/Miscellaneous,llogis,shape,shape,7.073e-02
NCT00277264,Other/Miscellaneous,llogis,shape,scale,-4.196e-01
NCT00277264,Other/Miscellaneous,llogis,scale,shape,-4.196e-01
NCT00277264,Other/Miscellaneous,llogis,scale,scale,2.648e+00
NCT00277264,Protocol Violation,llogis,shape,shape,6.570e-02
NCT00277264,Protocol Violation,llogis,shape,scale,-3.857e-01
NCT00277264,Protocol Violation,llogis,scale,shape,-3.857e-01
NCT00277264,Protocol Violation,llogis,scale,scale,2.413e+00
NCT00277264,Voluntary Withdrawal,llogis,shape,shape,1.277e-02
NCT00277264,Voluntary Withdrawal,llogis,shape,scale,-4.834e-02
NCT00277264,Voluntary Withdrawal,llogis,scale,shape,-4.834e-02
NCT00277264,Voluntary Withdrawal,llogis,scale,scale,2.192e-01
NCT00321854,Adverse Event,llogis,shape,shape,1.047e-02
NCT00321854,Adverse Event,llogis,shape,scale,-2.009e-02
NCT00321854,Adverse Event,llogis,scale,shape,-2.009e-02
NCT00321854,Adverse Event,llogis,scale,scale,5.574e-02
NCT00321854,Lack of Efficacy,llogis,shape,shape,3.869e-02
NCT00321854,Lack of Efficacy,llogis,shape,scale,-1.053e-01
NCT00321854,Lack of Efficacy,llogis,scale,shape,-1.053e-01
NCT00321854,Lack of Efficacy,llogis,scale,scale,3.231e-01
NCT00321854,Protocol Violation,llogis,shape,shape,8.227e-02
NCT00321854,Protocol Violation,llogis,shape,scale,-3.369e-01
NCT00321854,Protocol Violation,llogis,scale,shape,-3.369e-01
NCT00321854,Protocol Violation,llogis,scale,scale,1.488e+00
NCT00321854,Voluntary Withdrawal,llogis,shape,shape,3.984e-02
NCT00321854,Voluntary Withdrawal,llogis,shape,scale,-1.763e-01
NCT00321854,Voluntary Withdrawal,llogis,scale,shape,-1.763e-01
NCT00321854,Voluntary Withdrawal,llogis,scale,scale,8.748e-01
NCT00384930,Adverse Event,llogis,shape,shape,2.047e-02
NCT00384930,Adverse Event,llogis,shape,scale,-6.467e-02
NCT00384930,Adverse Event,llogis,scale,shape,-6.467e-02
NCT00384930,Adverse Event,llogis,scale,scale,2.283e-01
NCT00384930,Other/Miscellaneous,llogis,shape,shape,3.844e-02
NCT00384930,Other/Miscellaneous,llogis,shape,scale,-2.166e-01
NCT00384930,Other/Miscellaneous,llogis,scale,shape,-2.166e-01
NCT00384930,Other/Miscellaneous,llogis,scale,scale,1.314e+00
NCT00384930,PI/Sponsor Decision,llogis,shape,shape,6.558e-02
NCT00384930,PI/Sponsor Decision,llogis,shape,scale,-1.570e-01
NCT00384930,PI/Sponsor Decision,llogis,scale,shape,-1.570e-01
NCT00384930,PI/Sponsor Decision,llogis,scale,scale,3.989e-01
NCT00384930,Protocol Violation,llogis,shape,shape,8.619e-02
NCT00384930,Protocol Violation,llogis,shape,scale,-3.824e-01
NCT00384930,Protocol Violation,llogis,scale,shape,-3.824e-01
NCT00384930,Protocol Violation,llogis,scale,scale,1.785e+00
NCT00384930,Voluntary Withdrawal,llogis,shape,shape,2.483e-02
NCT00384930,Voluntary Withdrawal,llogis,shape,scale,-8.324e-02
NCT00384930,Voluntary Withdrawal,llogis,scale,shape,-8.324e-02
NCT00384930,Voluntary Withdrawal,llogis,scale,scale,3.077e-01
NCT00402233,Adverse Event,llogis,shape,shape,3.572e-02
NCT00402233,Adverse Event,llogis,shape,scale,-9.790e-02
NCT00402233,Adverse Event,llogis,scale,shape,-9.790e-02
NCT00402233,Adverse Event,llogis,scale,scale,3.219e-01
NCT00466167,Adverse Event,llogis,shape,shape,3.497e-02
NCT00466167,Adverse Event,llogis,shape,scale,-1.757e-01
NCT00466167,Adverse Event,llogis,scale,shape,-1.757e-01
NCT00466167,Adverse Event,llogis,scale,scale,9.996e-01
NCT00466167,Voluntary Withdrawal,llogis,shape,shape,5.218e-02
NCT00466167,Voluntary Withdrawal,llogis,shape,scale,-2.247e-01
NCT00466167,Voluntary Withdrawal,llogis,scale,shape,-2.247e-01
NCT00466167,Voluntary Withdrawal,llogis,scale,scale,1.066e+00
NCT00472199,Adverse Event,llogis,shape,shape,2.101e-02
NCT00472199,Adverse Event,llogis,shape,scale,-6.916e-02
NCT00472199,Adverse Event,llogis,scale,shape,-6.916e-02
NCT00472199,Adverse Event,llogis,scale,scale,3.046e-01
NCT00472199,Lack of Efficacy,llogis,shape,shape,2.999e-02
NCT00472199,Lack of Efficacy,llogis,shape,scale,-9.115e-02
NCT00472199,Lack of Efficacy,llogis,scale,shape,-9.115e-02
NCT00472199,Lack of Efficacy,llogis,scale,scale,3.429e-01
NCT00472199,Voluntary Withdrawal,llogis,shape,shape,8.139e-02
NCT00472199,Voluntary Withdrawal,llogis,shape,scale,-4.103e-01
NCT00472199,Voluntary Withdrawal,llogis,scale,shape,-4.103e-01
NCT00472199,Voluntary Withdrawal,llogis,scale,scale,2.288e+00
NCT00479401,Adverse Event,llogis,shape,shape,1.930e-02
NCT00479401,Adverse Event,llogis,shape,scale,-7.425e-02
NCT00479401,Adverse Event,llogis,scale,shape,-7.425e-02
NCT00479401,Adverse Event,llogis,scale,scale,3.471e-01
NCT00479401,Voluntary Withdrawal,llogis,shape,shape,3.454e-02
NCT00479401,Voluntary Withdrawal,llogis,shape,scale,-1.430e-01
NCT00479401,Voluntary Withdrawal,llogis,scale,shape,-1.430e-01
NCT00479401,Voluntary Withdrawal,llogis,scale,scale,6.709e-01
NCT00525512,Adverse Event,llogis,shape,shape,1.145e-02
NCT00525512,Adverse Event,llogis,shape,scale,-2.317e-02
NCT00525512,Adverse Event,llogis,scale,shape,-2.317e-02
NCT00525512,Adverse Event,llogis,scale,scale,6.708e-02
NCT00525512,Lack of Efficacy,llogis,shape,shape,4.995e-02
NCT00525512,Lack of Efficacy,llogis,shape,scale,-2.512e-01
NCT00525512,Lack of Efficacy,llogis,scale,shape,-2.512e-01
NCT00525512,Lack of Efficacy,llogis,scale,scale,1.400e+00
NCT00525512,Other/Miscellaneous,llogis,shape,shape,3.615e-02
NCT00525512,Other/Miscellaneous,llogis,shape,scale,-1.925e-01
NCT00525512,Other/Miscellaneous,llogis,scale,shape,-1.925e-01
NCT00525512,Other/Miscellaneous,llogis,scale,scale,1.163e+00
NCT00525512,Voluntary Withdrawal,llogis,shape,shape,3.257e-02
NCT00525512,Voluntary Withdrawal,llogis,shape,scale,-1.841e-01
NCT00525512,Voluntary Withdrawal,llogis,scale,shape,-1.841e-01
NCT00525512,Voluntary Withdrawal,llogis,scale,scale,1.190e+00
NCT00563381,Adverse Event,llogis,shape,shape,1.672e-03
NCT00563381,Adverse Event,llogis,shape,scale,-5.853e-03
NCT00563381,Adverse Event,llogis,scale,shape,-5.853e-03
NCT00563381,Adverse Event,llogis,scale,scale,2.425e-02
NCT00563381,Lack of Efficacy,llogis,shape,shape,1.686e-02
NCT00563381,Lack of Efficacy,llogis,shape,scale,-1.128e-01
NCT00563381,Lack of Efficacy,llogis,scale,shape,-1.128e-01
NCT00563381,Lack of Efficacy,llogis,scale,scale,7.897e-01
NCT00563381,Lost to Follow-up,llogis,shape,shape,4.297e-02
NCT00563381,Lost to Follow-up,llogis,shape,scale,-3.212e-01
NCT00563381,Lost to Follow-up,llogis,scale,shape,-3.212e-01
NCT00563381,Lost to Follow-up,llogis,scale,scale,2.477e+00
NCT00563381,Other/Miscellaneous,llogis,shape,shape,1.633e-02
NCT00563381,Other/Miscellaneous,llogis,shape,scale,-1.111e-01
NCT00563381,Other/Miscellaneous,llogis,scale,shape,-1.111e-01
NCT00563381,Other/Miscellaneous,llogis,scale,scale,7.915e-01
NCT00563381,Protocol Violation,llogis,shape,shape,6.831e-03
NCT00563381,Protocol Violation,llogis,shape,scale,-4.672e-02
NCT00563381,Protocol Violation,llogis,scale,shape,-4.672e-02
NCT00563381,Protocol Violation,llogis,scale,scale,3.418e-01
NCT00563381,Voluntary Withdrawal,llogis,shape,shape,2.343e-03
NCT00563381,Voluntary Withdrawal,llogis,shape,scale,-1.149e-02
NCT00563381,Voluntary Withdrawal,llogis,scale,shape,-1.149e-02
NCT00563381,Voluntary Withdrawal,llogis,scale,scale,6.405e-02
NCT00601250,Adverse Event,llogis,shape,shape,8.860e-02
NCT00601250,Adverse Event,llogis,shape,scale,-4.317e-01
NCT00601250,Adverse Event,llogis,scale,shape,-4.317e-01
NCT00601250,Adverse Event,llogis,scale,scale,2.232e+00
NCT00601250,Other/Miscellaneous,llogis,shape,shape,9.709e-02
NCT00601250,Other/Miscellaneous,llogis,shape,scale,-2.742e-01
NCT00601250,Other/Miscellaneous,llogis,scale,shape,-2.742e-01
NCT00601250,Other/Miscellaneous,llogis,scale,scale,8.201e-01
NCT00601250,Voluntary Withdrawal,llogis,shape,shape,5.720e-02
NCT00601250,Voluntary Withdrawal,llogis,shape,scale,-2.608e-01
NCT00601250,Voluntary Withdrawal,llogis,scale,shape,-2.608e-01
NCT00601250,Voluntary Withdrawal,llogis,scale,scale,1.281e+00
NCT00602472,Adverse Event,llogis,shape,shape,3.489e-02
NCT00602472,Adverse Event,llogis,shape,scale,-1.679e-01
NCT00602472,Adverse Event,llogis,scale,shape,-1.679e-01
NCT00602472,Adverse Event,llogis,scale,scale,8.736e-01
NCT00602472,Protocol Violation,llogis,shape,shape,4.432e-02
NCT00602472,Protocol Violation,llogis,shape,scale,-1.726e-01
NCT00602472,Protocol Violation,llogis,scale,shape,-1.726e-01
NCT00602472,Protocol Violation,llogis,scale,scale,7.197e-01
NCT00602472,Voluntary Withdrawal,llogis,shape,shape,4.620e-02
NCT00602472,Voluntary Withdrawal,llogis,shape,scale,-1.555e-01
NCT00602472,Voluntary Withdrawal,llogis,scale,shape,-1.555e-01
NCT00602472,Voluntary Withdrawal,llogis,scale,scale,5.600e-01
NCT00622284,Adverse Event,llogis,shape,shape,6.039e-03
NCT00622284,Adverse Event,llogis,shape,scale,-2.205e-02
NCT00622284,Adverse Event,llogis,scale,shape,-2.205e-02
NCT00622284,Adverse Event,llogis,scale,scale,9.986e-02
NCT00622284,Lack of Efficacy,llogis,shape,shape,1.524e-02
NCT00622284,Lack of Efficacy,llogis,shape,scale,-4.222e-02
NCT00622284,Lack of Efficacy,llogis,scale,shape,-4.222e-02
NCT00622284,Lack of Efficacy,llogis,scale,scale,1.305e-01
NCT00622284,Lost to Follow-up,llogis,shape,shape,4.204e-02
NCT00622284,Lost to Follow-up,llogis,shape,scale,-2.057e-01
NCT00622284,Lost to Follow-up,llogis,scale,shape,-2.057e-01
NCT00622284,Lost to Follow-up,llogis,scale,scale,1.070e+00
NCT00622284,Other/Miscellaneous,llogis,shape,shape,1.616e-02
NCT00622284,Other/Miscellaneous,llogis,shape,scale,-6.555e-02
NCT00622284,Other/Miscellaneous,llogis,scale,shape,-6.555e-02
NCT00622284,Other/Miscellaneous,llogis,scale,scale,2.949e-01
NCT00622284,Protocol Violation,llogis,shape,shape,5.460e-02
NCT00622284,Protocol Violation,llogis,shape,scale,-3.095e-01
NCT00622284,Protocol Violation,llogis,scale,shape,-3.095e-01
NCT00622284,Protocol Violation,llogis,scale,scale,1.852e+00
NCT00622284,Voluntary Withdrawal,llogis,shape,shape,1.872e-02
NCT00622284,Voluntary Withdrawal,llogis,shape,scale,-1.081e-01
NCT00622284,Voluntary Withdrawal,llogis,scale,shape,-1.081e-01
NCT00622284,Voluntary Withdrawal,llogis,scale,scale,6.846e-01
NCT00641043,Adverse Event,llogis,shape,shape,9.743e-02
NCT00641043,Adverse Event,llogis,shape,scale,-6.924e-01
NCT00641043,Adverse Event,llogis,scale,shape,-6.924e-01
NCT00641043,Adverse Event,llogis,scale,scale,5.312e+00
NCT00654381,Adverse Event,llogis,shape,shape,4.598e-02
NCT00654381,Adverse Event,llogis,shape,scale,-4.458e-02
NCT00654381,Adverse Event,llogis,scale,shape,-4.458e-02
NCT00654381,Adverse Event,llogis,scale,scale,4.781e-02
NCT00734474,Adverse Event,llogis,shape,shape,3.691e-03
NCT00734474,Adverse Event,llogis,shape,scale,-5.265e-03
NCT00734474,Adverse Event,llogis,scale,shape,-5.265e-03
NCT00734474,Adverse Event,llogis,scale,scale,1.321e-02
NCT00734474,Lack of Efficacy,llogis,shape,shape,6.432e-02
NCT00734474,Lack of Efficacy,llogis,shape,scale,-4.079e-01
NCT00734474,Lack of Efficacy,llogis,scale,shape,-4.079e-01
NCT00734474,Lack of Efficacy,llogis,scale,scale,2.746e+00
NCT00734474,Lost to Follow-up,llogis,shape,shape,2.936e-02
NCT00734474,Lost to Follow-up,llogis,shape,scale,-1.132e-01
NCT00734474,Lost to Follow-up,llogis,scale,shape,-1.132e-01
NCT00734474,Lost to Follow-up,llogis,scale,scale,4.790e-01
NCT00734474,Other/Miscellaneous,llogis,shape,shape,6.402e-02
