ctgov,cause,dist,parameter,est,se
NCT01064687,Adverse Event,llogis,shape,-6.368e-01,1.931e-01
NCT01064687,Adverse Event,llogis,scale,1.264e+01,1.367e+00
NCT01064687,Lost to Follow-up,llogis,shape,5.576e-01,1.960e-01
NCT01064687,Lost to Follow-up,llogis,scale,7.946e+00,4.209e-01
NCT01064687,Voluntary Withdrawal,llogis,shape,6.085e-02,1.820e-01
NCT01064687,Voluntary Withdrawal,llogis,scale,9.133e+00,6.205e-01
NCT01075282,Adverse Event,llogis,shape,-3.687e-01,2.093e-01
NCT01075282,Adverse Event,llogis,scale,1.141e+01,1.124e+00
NCT01075282,Other/Miscellaneous,llogis,shape,-7.123e-01,2.736e-01
NCT01075282,Other/Miscellaneous,llogis,scale,1.461e+01,2.359e+00
NCT01075282,Voluntary Withdrawal,llogis,shape,-5.301e-01,1.926e-01
NCT01075282,Voluntary Withdrawal,llogis,scale,1.203e+01,1.164e+00
NCT01084005,Protocol Violation,llogis,shape,3.974e-01,3.109e-01
NCT01084005,Protocol Violation,llogis,scale,7.210e+00,6.913e-01
NCT01087502,Adverse Event,llogis,shape,-1.009e-01,1.846e-01
NCT01087502,Adverse Event,llogis,scale,8.089e+00,4.822e-01
NCT01126437,Adverse Event,llogis,shape,-2.893e-01,2.227e-02
NCT01126437,Adverse Event,llogis,scale,9.461e+00,7.164e-02
NCT01126437,Lack of Efficacy,llogis,shape,-4.979e-01,7.145e-02
NCT01126437,Lack of Efficacy,llogis,scale,1.399e+01,5.400e-01
NCT01126437,Lost to Follow-up,llogis,shape,-3.549e-01,7.418e-02
NCT01126437,Lost to Follow-up,llogis,scale,1.313e+01,4.932e-01
NCT01126437,Other/Miscellaneous,llogis,shape,-6.531e-02,4.041e-02
NCT01126437,Other/Miscellaneous,llogis,scale,1.021e+01,1.504e-01
NCT01126437,Protocol Violation,llogis,shape,-4.053e-01,7.401e-02
NCT01126437,Protocol Violation,llogis,scale,1.345e+01,5.172e-01
NCT01126437,Voluntary Withdrawal,llogis,shape,-5.830e-01,3.077e-02
NCT01126437,Voluntary Withdrawal,llogis,scale,1.159e+01,1.648e-01
NCT01126580,Adverse Event,llogis,shape,-5.389e-01,1.671e-01
NCT01126580,Adverse Event,llogis,scale,1.115e+01,9.442e-01
NCT01126580,Lost to Follow-up,llogis,shape,2.233e-01,1.860e-01
NCT01126580,Lost to Follow-up,llogis,scale,8.508e+00,5.179e-01
NCT01126580,PI/Sponsor Decision,llogis,shape,1.217e-01,2.165e-01
NCT01126580,PI/Sponsor Decision,llogis,scale,9.061e+00,7.235e-01
NCT01126580,Voluntary Withdrawal,llogis,shape,-2.673e-02,1.529e-01
NCT01126580,Voluntary Withdrawal,llogis,scale,8.849e+00,4.904e-01
NCT01131676,Adverse Event,llogis,shape,1.451e-01,5.499e-02
NCT01131676,Adverse Event,llogis,scale,7.770e+00,8.150e-02
NCT01131676,Other/Miscellaneous,llogis,shape,3.498e-01,7.804e-02
NCT01131676,Other/Miscellaneous,llogis,scale,8.176e+00,1.202e-01
NCT01131676,Protocol Violation,llogis,shape,-1.342e-01,1.950e-01
NCT01131676,Protocol Violation,llogis,scale,1.105e+01,8.510e-01
NCT01131676,Voluntary Withdrawal,llogis,shape,3.935e-01,1.233e-01
NCT01131676,Voluntary Withdrawal,llogis,scale,8.775e+00,2.464e-01
NCT01159600,Adverse Event,llogis,shape,-4.132e-01,1.669e-01
NCT01159600,Adverse Event,llogis,scale,1.053e+01,9.427e-01
NCT01159600,Lost to Follow-up,llogis,shape,6.966e-01,2.844e-01
NCT01159600,Lost to Follow-up,llogis,scale,7.444e+00,6.733e-01
NCT01159600,Other/Miscellaneous,llogis,shape,-3.501e-01,2.157e-01
NCT01159600,Other/Miscellaneous,llogis,scale,1.093e+01,1.295e+00
NCT01159600,Voluntary Withdrawal,llogis,shape,-4.533e-01,2.108e-01
NCT01159600,Voluntary Withdrawal,llogis,scale,1.149e+01,1.389e+00
NCT01164501,Adverse Event,llogis,shape,-2.938e-01,1.486e-01
NCT01164501,Adverse Event,llogis,scale,9.578e+00,5.963e-01
NCT01164501,Other/Miscellaneous,llogis,shape,-1.689e-01,2.719e-01
NCT01164501,Other/Miscellaneous,llogis,scale,1.059e+01,1.330e+00
NCT01164501,Voluntary Withdrawal,llogis,shape,-1.713e-01,2.083e-01
NCT01164501,Voluntary Withdrawal,llogis,scale,9.962e+00,8.957e-01
NCT01167881,Adverse Event,llogis,shape,-6.169e-01,1.176e-01
NCT01167881,Adverse Event,llogis,scale,1.275e+01,7.098e-01
NCT01167881,Lost to Follow-up,llogis,shape,-4.961e-01,1.852e-01
NCT01167881,Lost to Follow-up,llogis,scale,1.362e+01,1.253e+00
NCT01167881,Other/Miscellaneous,llogis,shape,-6.092e-01,1.244e-01
NCT01167881,Other/Miscellaneous,llogis,scale,1.292e+01,7.690e-01
NCT01167881,Protocol Violation,llogis,shape,-1.003e+00,2.186e-01
NCT01167881,Protocol Violation,llogis,scale,1.878e+01,2.643e+00
NCT01167881,Voluntary Withdrawal,llogis,shape,-4.424e-01,1.237e-01
NCT01167881,Voluntary Withdrawal,llogis,scale,1.202e+01,6.455e-01
NCT01177813,Adverse Event,llogis,shape,-3.864e-01,2.204e-01
NCT01177813,Adverse Event,llogis,scale,1.065e+01,1.271e+00
NCT01177813,Lost to Follow-up,llogis,shape,3.656e-01,1.994e-01
NCT01177813,Lost to Follow-up,llogis,scale,7.591e+00,5.148e-01
NCT01177813,Other/Miscellaneous,llogis,shape,-2.551e-01,2.844e-01
NCT01177813,Other/Miscellaneous,llogis,scale,1.063e+01,1.619e+00
NCT01177813,Voluntary Withdrawal,llogis,shape,-1.804e-01,1.823e-01
NCT01177813,Voluntary Withdrawal,llogis,scale,9.163e+00,7.764e-01
NCT01191268,Adverse Event,llogis,shape,-5.878e-01,1.498e-01
NCT01191268,Adverse Event,llogis,scale,1.118e+01,8.580e-01
NCT01191268,Lost to Follow-up,llogis,shape,4.504e-02,2.343e-01
NCT01191268,Lost to Follow-up,llogis,scale,9.550e+00,8.993e-01
NCT01191268,PI/Sponsor Decision,llogis,shape,-2.619e-01,1.977e-01
NCT01191268,PI/Sponsor Decision,llogis,scale,1.043e+01,9.505e-01
NCT01191268,Voluntary Withdrawal,llogis,shape,-1.748e-01,1.213e-01
NCT01191268,Voluntary Withdrawal,llogis,scale,8.867e+00,4.024e-01
NCT01191944,Adverse Event,llogis,shape,-6.126e-01,2.046e-01
NCT01191944,Adverse Event,llogis,scale,1.029e+01,1.196e+00
NCT01194830,Lost to Follow-up,llogis,shape,-5.452e-01,2.475e-01
NCT01194830,Lost to Follow-up,llogis,scale,9.423e+00,1.202e+00
NCT01194830,Other/Miscellaneous,llogis,shape,-2.705e-01,2.174e-01
NCT01194830,Other/Miscellaneous,llogis,scale,8.033e+00,7.367e-01
NCT01204294,Adverse Event,llogis,shape,-4.573e-01,2.209e-01
NCT01204294,Adverse Event,llogis,scale,1.112e+01,1.218e+00
NCT01210001,Adverse Event,llogis,shape,3.719e-02,2.975e-01
NCT01210001,Adverse Event,llogis,scale,8.763e+00,1.123e+00
NCT01214239,Voluntary Withdrawal,llogis,shape,-1.306e-01,2.832e-01
NCT01214239,Voluntary Withdrawal,llogis,scale,8.715e+00,1.080e+00
NCT01306214,Adverse Event,llogis,shape,1.269e-01,1.838e-01
NCT01306214,Adverse Event,llogis,scale,8.443e+00,5.065e-01
NCT01306214,Protocol Violation,llogis,shape,-4.912e-01,2.538e-01
NCT01306214,Protocol Violation,llogis,scale,1.170e+01,1.552e+00
NCT01306214,Voluntary Withdrawal,llogis,shape,3.689e-02,1.911e-01
NCT01306214,Voluntary Withdrawal,llogis,scale,8.759e+00,5.895e-01
NCT01335464,Adverse Event,llogis,shape,9.254e-02,1.006e-01
NCT01335464,Adverse Event,llogis,scale,7.284e+00,1.845e-01
NCT01335464,Voluntary Withdrawal,llogis,shape,-2.056e-01,2.418e-01
NCT01335464,Voluntary Withdrawal,llogis,scale,9.991e+00,1.060e+00
NCT01335477,Adverse Event,llogis,shape,3.364e-02,9.631e-02
NCT01335477,Adverse Event,llogis,scale,7.344e+00,1.862e-01
NCT01335477,Voluntary Withdrawal,llogis,shape,-5.066e-01,2.362e-01
NCT01335477,Voluntary Withdrawal,llogis,scale,1.147e+01,1.405e+00
NCT01368081,Adverse Event,llogis,shape,-1.283e-01,1.454e-01
NCT01368081,Adverse Event,llogis,scale,9.499e+00,5.559e-01
NCT01368081,Other/Miscellaneous,llogis,shape,-5.545e-01,3.134e-01
NCT01368081,Other/Miscellaneous,llogis,scale,1.411e+01,2.645e+00
NCT01368081,Voluntary Withdrawal,llogis,shape,1.141e-01,1.717e-01
NCT01368081,Voluntary Withdrawal,llogis,scale,9.019e+00,5.631e-01
NCT01370005,Adverse Event,llogis,shape,9.495e-02,2.472e-01
NCT01370005,Adverse Event,llogis,scale,8.005e+00,9.116e-01
NCT01422876,Adverse Event,llogis,shape,-3.358e-01,1.332e-01
NCT01422876,Adverse Event,llogis,scale,1.029e+01,6.247e-01
NCT01422876,Lost to Follow-up,llogis,shape,-3.992e-01,1.387e-01
NCT01422876,Lost to Follow-up,llogis,scale,1.070e+01,7.085e-01
NCT01422876,Other/Miscellaneous,llogis,shape,-2.724e-01,1.531e-01
NCT01422876,Other/Miscellaneous,llogis,scale,1.038e+01,7.265e-01
NCT01422876,Protocol Violation,llogis,shape,-7.877e-02,2.837e-01
NCT01422876,Protocol Violation,llogis,scale,1.093e+01,1.473e+00
NCT01422876,Voluntary Withdrawal,llogis,shape,-2.768e-01,1.732e-01
NCT01422876,Voluntary Withdrawal,llogis,scale,1.073e+01,8.795e-01
NCT01558271,Adverse Event,llogis,shape,4.607e-01,2.726e-01
NCT01558271,Adverse Event,llogis,scale,8.140e+00,6.403e-01
NCT01558271,Voluntary Withdrawal,llogis,shape,-7.041e-01,1.859e-01
NCT01558271,Voluntary Withdrawal,llogis,scale,1.155e+01,1.135e+00
NCT01621178,Adverse Event,llogis,shape,-1.758e-01,2.506e-01
NCT01621178,Adverse Event,llogis,scale,1.012e+01,1.116e+00
NCT01621178,Other/Miscellaneous,llogis,shape,2.451e-01,2.500e-01
NCT01621178,Other/Miscellaneous,llogis,scale,8.659e+00,7.261e-01
NCT01621178,PI/Sponsor Decision,llogis,shape,-2.857e-01,2.595e-01
NCT01621178,PI/Sponsor Decision,llogis,scale,1.071e+01,1.315e+00
NCT01621178,Voluntary Withdrawal,llogis,shape,-5.769e-01,1.427e-01
NCT01621178,Voluntary Withdrawal,llogis,scale,1.018e+01,6.854e-01
NCT01624259,Adverse Event,llogis,shape,-1.513e-01,2.325e-01
NCT01624259,Adverse Event,llogis,scale,9.233e+00,9.818e-01
NCT01624259,Voluntary Withdrawal,llogis,shape,-1.809e-01,2.982e-01
NCT01624259,Voluntary Withdrawal,llogis,scale,9.955e+00,1.467e+00
NCT01694771,Adverse Event,llogis,shape,-8.521e-02,1.692e-01
NCT01694771,Adverse Event,llogis,scale,8.221e+00,6.688e-01
NCT01694771,Other/Miscellaneous,llogis,shape,2.601e-01,2.974e-01
NCT01694771,Other/Miscellaneous,llogis,scale,7.998e+00,1.082e+00
NCT01694771,Protocol Violation,llogis,shape,1.899e-01,2.849e-01
NCT01694771,Protocol Violation,llogis,scale,8.183e+00,1.092e+00
NCT01694771,Voluntary Withdrawal,llogis,shape,1.308e-01,2.549e-01
NCT01694771,Voluntary Withdrawal,llogis,scale,8.214e+00,9.879e-01
NCT01708902,Adverse Event,llogis,shape,-4.202e-01,1.963e-01
NCT01708902,Adverse Event,llogis,scale,1.016e+01,1.046e+00
NCT01708902,Voluntary Withdrawal,llogis,shape,-4.737e-01,2.145e-01
NCT01708902,Voluntary Withdrawal,llogis,scale,1.073e+01,1.263e+00
NCT01719003,Adverse Event,llogis,shape,-4.365e-01,1.642e-01
NCT01719003,Adverse Event,llogis,scale,1.066e+01,9.520e-01
NCT01719003,Lost to Follow-up,llogis,shape,-8.388e-01,2.019e-01
NCT01719003,Lost to Follow-up,llogis,scale,1.437e+01,1.936e+00
NCT01719003,Other/Miscellaneous,llogis,shape,-1.962e-01,2.741e-01
NCT01719003,Other/Miscellaneous,llogis,scale,1.072e+01,1.577e+00
NCT01719003,Protocol Violation,llogis,shape,-9.019e-02,3.122e-01
NCT01719003,Protocol Violation,llogis,scale,1.045e+01,1.703e+00
NCT01719003,Voluntary Withdrawal,llogis,shape,-3.024e-01,1.624e-01
NCT01719003,Voluntary Withdrawal,llogis,scale,9.928e+00,8.171e-01
NCT01769378,Adverse Event,llogis,shape,-4.036e-01,3.109e-01
NCT01769378,Adverse Event,llogis,scale,1.013e+01,1.642e+00
NCT01769378,Voluntary Withdrawal,llogis,shape,-6.084e-03,3.096e-01
NCT01769378,Voluntary Withdrawal,llogis,scale,8.481e+00,1.096e+00
NCT02152371,Voluntary Withdrawal,llogis,shape,7.827e-02,3.099e-01
NCT02152371,Voluntary Withdrawal,llogis,scale,8.354e+00,1.007e+00
NCT02172287,Adverse Event,llogis,shape,-4.111e-01,1.067e-01
NCT02172287,Adverse Event,llogis,scale,7.943e+00,3.643e-01
NCT02172287,Voluntary Withdrawal,llogis,shape,-6.670e-01,2.022e-01
NCT02172287,Voluntary Withdrawal,llogis,scale,1.132e+01,1.344e+00
NCT02172586,Voluntary Withdrawal,llogis,shape,-2.517e-01,2.616e-01
NCT02172586,Voluntary Withdrawal,llogis,scale,9.215e+00,1.134e+00
NCT02175355,Adverse Event,llogis,shape,5.114e-02,2.103e-01
NCT02175355,Adverse Event,llogis,scale,7.358e+00,7.928e-01
NCT02175355,Protocol Violation,llogis,shape,7.451e-01,1.838e-01
NCT02175355,Protocol Violation,llogis,scale,5.427e+00,3.244e-01
NCT02177344,Adverse Event,llogis,shape,-4.967e-01,1.773e-01
NCT02177344,Adverse Event,llogis,scale,9.981e+00,9.326e-01
NCT02177344,Other/Miscellaneous,llogis,shape,-5.871e-01,2.079e-01
NCT02177344,Other/Miscellaneous,llogis,scale,1.102e+01,1.308e+00
NCT02177344,Voluntary Withdrawal,llogis,shape,-7.245e-01,2.243e-01
NCT02177344,Voluntary Withdrawal,llogis,scale,1.221e+01,1.686e+00
NCT02177396,Adverse Event,llogis,shape,-1.477e-01,2.838e-01
NCT02177396,Adverse Event,llogis,scale,8.095e+00,1.214e+00
NCT02177396,Lack of Efficacy,llogis,shape,3.099e-01,3.090e-01
NCT02177396,Lack of Efficacy,llogis,scale,6.731e+00,8.734e-01
NCT02177461,Adverse Event,llogis,shape,-2.663e-01,2.396e-01
NCT02177461,Adverse Event,llogis,scale,9.039e+00,1.020e+00
NCT02177461,Lack of Efficacy,llogis,shape,5.757e-01,1.639e-01
NCT02177461,Lack of Efficacy,llogis,scale,6.377e+00,2.359e-01
NCT02177461,Protocol Violation,llogis,shape,-3.750e-01,2.782e-01
NCT02177461,Protocol Violation,llogis,scale,9.928e+00,1.434e+00
NCT02177461,Voluntary Withdrawal,llogis,shape,-1.309e-01,1.496e-01
NCT02177461,Voluntary Withdrawal,llogis,scale,7.443e+00,4.126e-01
NCT02183064,Adverse Event,llogis,shape,-6.551e-01,1.569e-01
NCT02183064,Adverse Event,llogis,scale,1.178e+01,1.091e+00
NCT02183064,Other/Miscellaneous,llogis,shape,-2.143e-01,2.368e-01
NCT02183064,Other/Miscellaneous,llogis,scale,1.046e+01,1.291e+00
NCT02183064,Voluntary Withdrawal,llogis,shape,-6.005e-01,1.610e-01
NCT02183064,Voluntary Withdrawal,llogis,scale,1.152e+01,1.075e+00
NCT02200653,Adverse Event,llogis,shape,-3.046e-01,2.858e-01
NCT02200653,Adverse Event,llogis,scale,8.704e+00,1.396e+00
NCT02240680,Adverse Event,llogis,shape,-3.987e-01,2.767e-01
NCT02240680,Adverse Event,llogis,scale,1.013e+01,1.379e+00
NCT02489968,Adverse Event,llogis,shape,-2.333e-01,2.308e-01
NCT02489968,Adverse Event,llogis,scale,9.651e+00,9.862e-01
NCT02750410,Adverse Event,llogis,shape,-1.324e-01,2.814e-01
NCT02750410,Adverse Event,llogis,scale,8.728e+00,8.851e-01
NCT00034840,Lack of Efficacy,lnorm,meanlog,6.507e+00,6.807e-01
NCT00034840,Lack of Efficacy,lnorm,sdlog,2.310e-01,2.601e-01
NCT00051558,Adverse Event,lnorm,meanlog,1.045e+01,5.586e-01
NCT00051558,Adverse Event,lnorm,sdlog,1.132e+00,1.211e-01
NCT00051558,Lost to Follow-up,lnorm,meanlog,1.299e+01,1.443e+00
NCT00051558,Lost to Follow-up,lnorm,sdlog,1.251e+00,2.134e-01
NCT00051558,Other/Miscellaneous,lnorm,meanlog,1.086e+01,7.138e-01
NCT00051558,Other/Miscellaneous,lnorm,sdlog,1.070e+00,1.497e-01
NCT00051558,PI/Sponsor Decision,lnorm,meanlog,1.087e+01,1.052e+00
NCT00051558,PI/Sponsor Decision,lnorm,sdlog,7.798e-01,2.424e-01
NCT00051558,Voluntary Withdrawal,lnorm,meanlog,8.721e+00,2.629e-01
NCT00051558,Voluntary Withdrawal,lnorm,sdlog,7.000e-01,9.726e-02
NCT00125918,Adverse Event,lnorm,meanlog,7.065e+00,3.661e-01
NCT00125918,Adverse Event,lnorm,sdlog,6.657e-01,1.265e-01
NCT00152984,Adverse Event,lnorm,meanlog,1.037e+01,1.621e+00
NCT00152984,Adverse Event,lnorm,sdlog,1.109e+00,2.583e-01
NCT00153023,Adverse Event,lnorm,meanlog,9.610e+00,4.157e-01
NCT00153023,Adverse Event,lnorm,sdlog,1.088e+00,9.129e-02
NCT00153023,Other/Miscellaneous,lnorm,meanlog,1.625e+01,2.155e+00
NCT00153023,Other/Miscellaneous,lnorm,sdlog,1.683e+00,1.934e-01
NCT00153023,Protocol Violation,lnorm,meanlog,1.440e+01,1.984e+00
NCT00153023,Protocol Violation,lnorm,sdlog,1.419e+00,2.194e-01
NCT00153023,Voluntary Withdrawal,lnorm,meanlog,1.489e+01,1.621e+00
NCT00153023,Voluntary Withdrawal,lnorm,sdlog,1.606e+00,1.654e-01
NCT00153088,Adverse Event,lnorm,meanlog,9.699e+00,4.795e-01
NCT00153088,Adverse Event,lnorm,sdlog,1.038e+00,1.126e-01
NCT00153088,Voluntary Withdrawal,lnorm,meanlog,1.127e+01,1.331e+00
NCT00153088,Voluntary Withdrawal,lnorm,sdlog,9.362e-01,2.488e-01
NCT00168831,Adverse Event,lnorm,meanlog,8.773e+00,2.775e-01
NCT00168831,Adverse Event,lnorm,sdlog,1.108e+00,6.716e-02
NCT00168831,Lost to Follow-up,lnorm,meanlog,1.235e+01,1.627e+00
NCT00168831,Lost to Follow-up,lnorm,sdlog,1.117e+00,2.351e-01
NCT00168831,Other/Miscellaneous,lnorm,meanlog,1.290e+01,1.740e+00
NCT00168831,Other/Miscellaneous,lnorm,sdlog,1.211e+00,2.312e-01
NCT00168831,Protocol Violation,lnorm,meanlog,1.508e+01,1.687e+00
NCT00168831,Protocol Violation,lnorm,sdlog,1.603e+00,1.676e-01
NCT00168831,Voluntary Withdrawal,lnorm,meanlog,1.296e+01,1.089e+00
NCT00168831,Voluntary Withdrawal,lnorm,sdlog,1.435e+00,1.371e-01
NCT00168844,Adverse Event,lnorm,meanlog,9.187e+00,3.428e-01
NCT00168844,Adverse Event,lnorm,sdlog,1.050e+00,8.079e-02
NCT00168844,Lost to Follow-up,lnorm,meanlog,1.485e+01,1.890e+00
NCT00168844,Lost to Follow-up,lnorm,sdlog,1.504e+00,1.959e-01
NCT00168844,Other/Miscellaneous,lnorm,meanlog,1.283e+01,1.454e+00
NCT00168844,Other/Miscellaneous,lnorm,sdlog,1.264e+00,1.938e-01
NCT00168844,Voluntary Withdrawal,lnorm,meanlog,1.478e+01,1.449e+00
NCT00168844,Voluntary Withdrawal,lnorm,sdlog,1.638e+00,1.470e-01
NCT00168857,Adverse Event,lnorm,meanlog,8.610e+00,2.942e-01
NCT00168857,Adverse Event,lnorm,sdlog,8.188e-01,8.672e-02
NCT00168857,Lost to Follow-up,lnorm,meanlog,1.571e+01,2.594e+00
NCT00168857,Lost to Follow-up,lnorm,sdlog,1.510e+00,2.509e-01
NCT00168857,Other/Miscellaneous,lnorm,meanlog,1.969e+01,3.183e+00
NCT00168857,Other/Miscellaneous,lnorm,sdlog,1.928e+00,2.166e-01
NCT00168857,Protocol Violation,lnorm,meanlog,1.059e+01,8.427e-01
NCT00168857,Protocol Violation,lnorm,sdlog,9.586e-01,1.644e-01
NCT00168857,Voluntary Withdrawal,lnorm,meanlog,1.402e+01,1.907e+00
NCT00168857,Voluntary Withdrawal,lnorm,sdlog,1.377e+00,2.209e-01
NCT00239421,Adverse Event,lnorm,meanlog,8.352e+00,1.177e+00
NCT00239421,Adverse Event,lnorm,sdlog,8.324e-01,2.435e-01
NCT00274014,Adverse Event,lnorm,meanlog,9.259e+00,3.519e-01
NCT00274014,Adverse Event,lnorm,sdlog,1.058e+00,8.146e-02
NCT00274014,Lost to Follow-up,lnorm,meanlog,1.093e+01,8.528e-01
NCT00274014,Lost to Follow-up,lnorm,sdlog,1.041e+00,1.527e-01
NCT00274014,Other/Miscellaneous,lnorm,meanlog,1.007e+01,6.450e-01
NCT00274014,Other/Miscellaneous,lnorm,sdlog,9.092e-01,1.372e-01
NCT00274014,Protocol Violation,lnorm,meanlog,1.220e+01,1.211e+00
NCT00274014,Protocol Violation,lnorm,sdlog,1.205e+00,1.757e-01
NCT00274014,Voluntary Withdrawal,lnorm,meanlog,1.094e+01,7.345e-01
NCT00274014,Voluntary Withdrawal,lnorm,sdlog,1.139e+00,1.281e-01
NCT00274053,Adverse Event,lnorm,meanlog,9.098e+00,5.444e-01
NCT00274053,Adverse Event,lnorm,sdlog,9.451e-01,1.308e-01
NCT00274053,Other/Miscellaneous,lnorm,meanlog,1.164e+01,1.561e+00
NCT00274053,Other/Miscellaneous,lnorm,sdlog,1.155e+00,2.391e-01
NCT00274053,Protocol Violation,lnorm,meanlog,1.037e+01,1.018e+00
NCT00274053,Protocol Violation,lnorm,sdlog,1.020e+00,1.927e-01
NCT00274053,Voluntary Withdrawal,lnorm,meanlog,1.144e+01,1.144e+00
NCT00274053,Voluntary Withdrawal,lnorm,sdlog,1.264e+00,1.753e-01
NCT00274079,Adverse Event,lnorm,meanlog,8.189e+00,6.732e-01
NCT00274079,Adverse Event,lnorm,sdlog,1.019e+00,1.511e-01
NCT00274547,Adverse Event,lnorm,meanlog,8.289e+00,2.181e-01
NCT00274547,Adverse Event,lnorm,sdlog,1.069e+00,5.317e-02
NCT00274547,Lost to Follow-up,lnorm,meanlog,9.671e+00,1.316e+00
NCT00274547,Lost to Follow-up,lnorm,sdlog,5.868e-01,2.842e-01
NCT00274547,Other/Miscellaneous,lnorm,meanlog,1.639e+01,2.181e+00
NCT00274547,Other/Miscellaneous,lnorm,sdlog,1.634e+00,1.849e-01
NCT00274547,Protocol Violation,lnorm,meanlog,1.210e+01,1.074e+00
NCT00274547,Protocol Violation,lnorm,sdlog,1.231e+00,1.456e-01
NCT00274547,Voluntary Withdrawal,lnorm,meanlog,1.075e+01,6.803e-01
NCT00274547,Voluntary Withdrawal,lnorm,sdlog,1.138e+00,1.119e-01
NCT00274560,Adverse Event,lnorm,meanlog,9.105e+00,6.885e-01
NCT00274560,Adverse Event,lnorm,sdlog,1.159e+00,1.289e-01
NCT00274560,Voluntary Withdrawal,lnorm,meanlog,9.515e+00,1.381e+00
NCT00274560,Voluntary Withdrawal,lnorm,sdlog,8.986e-01,2.579e-01
NCT00274573,Adverse Event,lnorm,meanlog,7.873e+00,2.680e-01
NCT00274573,Adverse Event,lnorm,sdlog,1.120e+00,6.062e-02
NCT00274573,Other/Miscellaneous,lnorm,meanlog,1.169e+01,1.207e+00
NCT00274573,Other/Miscellaneous,lnorm,sdlog,1.271e+00,1.562e-01
NCT00274573,Protocol Violation,lnorm,meanlog,1.029e+01,1.301e+00
NCT00274573,Protocol Violation,lnorm,sdlog,9.624e-01,2.115e-01
NCT00274573,Voluntary Withdrawal,lnorm,meanlog,1.055e+01,1.100e+00
NCT00274573,Voluntary Withdrawal,lnorm,sdlog,1.086e+00,1.692e-01
NCT00274599,Adverse Event,lnorm,meanlog,9.515e+00,8.320e-01
NCT00274599,Adverse Event,lnorm,sdlog,1.057e+00,1.542e-01
NCT00274599,Lack of Efficacy,lnorm,meanlog,9.223e+00,1.268e+00
NCT00274599,Lack of Efficacy,lnorm,sdlog,7.667e-01,2.609e-01
NCT00274599,Lost to Follow-up,lnorm,meanlog,1.338e+01,2.626e+00
NCT00274599,Lost to Follow-up,lnorm,sdlog,1.372e+00,2.858e-01
NCT00274599,Other/Miscellaneous,lnorm,meanlog,1.895e+01,4.377e+00
NCT00274599,Other/Miscellaneous,lnorm,sdlog,1.861e+00,2.921e-01
NCT00274599,Voluntary Withdrawal,lnorm,meanlog,9.613e+00,1.094e+00
NCT00274599,Voluntary Withdrawal,lnorm,sdlog,9.233e-01,2.052e-01
NCT00274612,Adverse Event,lnorm,meanlog,9.561e+00,8.037e-01
NCT00274612,Adverse Event,lnorm,sdlog,1.078e+00,1.476e-01
NCT00274612,Lack of Efficacy,lnorm,meanlog,1.024e+01,1.686e+00
NCT00274612,Lack of Efficacy,lnorm,sdlog,9.291e-01,2.867e-01
NCT00274612,Other/Miscellaneous,lnorm,meanlog,8.993e+00,1.016e+00
NCT00274612,Other/Miscellaneous,lnorm,sdlog,7.804e-01,2.186e-01
NCT00277264,Adverse Event,lnorm,meanlog,9.958e+00,4.370e-01
NCT00277264,Adverse Event,lnorm,sdlog,1.305e+00,8.139e-02
NCT00277264,Other/Miscellaneous,lnorm,meanlog,1.445e+01,2.228e+00
NCT00277264,Other/Miscellaneous,lnorm,sdlog,1.398e+00,2.431e-01
NCT00277264,Protocol Violation,lnorm,meanlog,1.399e+01,2.062e+00
NCT00277264,Protocol Violation,lnorm,sdlog,1.358e+00,2.371e-01
NCT00277264,Voluntary Withdrawal,lnorm,meanlog,1.049e+01,5.697e-01
NCT00277264,Voluntary Withdrawal,lnorm,sdlog,1.232e+00,1.022e-01
NCT00321854,Adverse Event,lnorm,meanlog,8.180e+00,2.831e-01
NCT00321854,Adverse Event,lnorm,sdlog,8.204e-01,9.143e-02
NCT00321854,Lack of Efficacy,lnorm,meanlog,9.492e+00,7.105e-01
NCT00321854,Lack of Efficacy,lnorm,sdlog,7.577e-01,1.802e-01
NCT00321854,Protocol Violation,lnorm,meanlog,1.163e+01,1.605e+00
NCT00321854,Protocol Violation,lnorm,sdlog,1.048e+00,2.641e-01
NCT00321854,Voluntary Withdrawal,lnorm,meanlog,1.162e+01,1.160e+00
